Property name,No. BRs,No. Beds,No. Baths,No. Guests allowed,Nightly Rate,Cleaning Fee,Rating,No. Reviews,Superhost Status (1 / 0),Amenities,Pets (1 / 0),Property Type,Location,Location Rating,Price_per_Guest,Link,Season
Sample Property 9758,2,4,2.0,5,186.3,116.85,3.7,116,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Sunriver, OR",4.1,37.26,https://www.airbnb.com/rooms/sample_19645,Shoulder
Sample Property 5257,4,6,3.0,9,199.9,222.75,4.25,180,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.8,22.21,https://www.airbnb.com/rooms/sample_32077,Off-Peak
Sample Property 6952,2,2,2.0,4,181.97,111.33,3.97,256,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.1,45.49,https://www.airbnb.com/rooms/sample_44519,Shoulder
Sample Property 9366,1,1,1.0,2,183.95,64.78,4.86,278,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.2,91.97,https://www.airbnb.com/rooms/sample_65383,Peak
Sample Property 4956,1,3,1.0,3,119.8,82.9,4.79,22,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.7,39.93,https://www.airbnb.com/rooms/sample_69212,Shoulder
Sample Property 6475,4,4,4.0,8,231.98,214.89,4.99,70,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.8,29.0,https://www.airbnb.com/rooms/sample_82026,Off-Peak
Sample Property 5355,2,3,2.0,4,148.42,117.76,4.37,28,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.7,37.1,https://www.airbnb.com/rooms/sample_8262,Off-Peak
Sample Property 7356,3,5,3.0,7,309.46,176.07,4.66,99,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.4,44.21,https://www.airbnb.com/rooms/sample_49335,Shoulder
Sample Property 5822,5,5,5.0,12,384.98,246.61,4.18,105,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Sunriver, OR",4.9,32.08,https://www.airbnb.com/rooms/sample_61249,Shoulder
Sample Property 5670,2,2,2.0,5,148.61,104.4,3.59,83,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",5.0,29.72,https://www.airbnb.com/rooms/sample_18911,Off-Peak
Sample Property 5042,5,6,4.0,12,497.84,229.95,4.69,88,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.8,41.49,https://www.airbnb.com/rooms/sample_68749,Peak
Sample Property 5016,1,3,1.0,4,111.22,99.88,4.0,280,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.9,27.8,https://www.airbnb.com/rooms/sample_25728,Off-Peak
Sample Property 3568,1,2,1.0,3,159.33,89.22,3.67,288,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Old Bend, Bend, OR",4.4,53.11,https://www.airbnb.com/rooms/sample_94037,Peak
Sample Property 7659,3,3,3.0,6,332.45,168.22,4.34,262,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",5.0,55.41,https://www.airbnb.com/rooms/sample_86797,Peak
Sample Property 4044,5,6,5.0,12,372.61,265.14,3.65,203,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.9,31.05,https://www.airbnb.com/rooms/sample_99390,Shoulder
Sample Property 9125,2,3,1.0,6,236.76,133.58,4.97,48,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Summit West, Bend, OR",4.7,39.46,https://www.airbnb.com/rooms/sample_53969,Peak
Sample Property 4865,5,6,5.0,10,233.11,248.26,3.64,287,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",4.8,23.31,https://www.airbnb.com/rooms/sample_8084,Off-Peak
Sample Property 4746,1,3,1.0,3,189.42,81.2,4.77,2,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",5.0,63.14,https://www.airbnb.com/rooms/sample_79200,Peak
Sample Property 2236,2,4,2.0,4,212.6,131.97,4.18,107,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Summit West, Bend, OR",4.8,53.15,https://www.airbnb.com/rooms/sample_68465,Shoulder
Sample Property 9389,2,3,2.0,6,197.29,128.91,3.54,83,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.1,32.88,https://www.airbnb.com/rooms/sample_94280,Shoulder
Sample Property 3954,4,6,3.0,9,358.29,216.31,3.73,12,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.9,39.81,https://www.airbnb.com/rooms/sample_86937,Peak
Sample Property 7311,4,5,3.0,10,381.17,212.34,4.89,238,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.8,38.12,https://www.airbnb.com/rooms/sample_19862,Peak
Sample Property 5268,2,3,1.0,4,159.24,121.72,3.76,293,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",5.0,39.81,https://www.airbnb.com/rooms/sample_38091,Shoulder
Sample Property 7304,3,4,2.0,7,211.22,178.42,4.01,14,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.2,30.17,https://www.airbnb.com/rooms/sample_75843,Shoulder
Sample Property 4999,2,4,1.0,4,206.91,126.45,4.6,258,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Southwest Bend, Bend, OR",4.5,51.73,https://www.airbnb.com/rooms/sample_25278,Shoulder
Sample Property 1677,2,2,1.0,6,144.62,125.13,4.36,72,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.7,24.1,https://www.airbnb.com/rooms/sample_32978,Shoulder
Sample Property 2853,1,2,1.0,2,109.59,87.5,4.32,39,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.1,54.8,https://www.airbnb.com/rooms/sample_39858,Off-Peak
Sample Property 3021,2,4,2.0,6,228.04,126.16,3.87,233,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.2,38.01,https://www.airbnb.com/rooms/sample_92555,Peak
Sample Property 7734,2,2,1.0,5,226.57,120.35,4.77,291,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Southwest Bend, Bend, OR",5.0,45.31,https://www.airbnb.com/rooms/sample_93750,Peak
Sample Property 2607,4,6,3.0,10,375.8,197.89,4.7,122,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.6,37.58,https://www.airbnb.com/rooms/sample_11155,Peak
Sample Property 7723,2,4,1.0,5,202.7,133.66,3.98,65,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Summit West, Bend, OR",4.2,40.54,https://www.airbnb.com/rooms/sample_93340,Peak
Sample Property 2617,2,2,2.0,5,269.4,131.03,4.66,130,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.8,53.88,https://www.airbnb.com/rooms/sample_70816,Peak
Sample Property 7337,1,1,1.0,4,123.26,96.25,3.62,241,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Southwest Bend, Bend, OR",4.9,30.82,https://www.airbnb.com/rooms/sample_1294,Shoulder
Sample Property 1037,4,5,4.0,8,385.68,205.9,3.61,47,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.4,48.21,https://www.airbnb.com/rooms/sample_81114,Peak
Sample Property 4120,1,3,1.0,2,50.0,102.69,4.73,128,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.1,25.0,https://www.airbnb.com/rooms/sample_61573,Off-Peak
Sample Property 8914,1,2,1.0,2,196.16,89.61,3.97,236,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.1,98.08,https://www.airbnb.com/rooms/sample_83191,Peak
Sample Property 7658,5,5,4.0,12,473.7,274.02,4.28,55,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Summit West, Bend, OR",4.0,39.48,https://www.airbnb.com/rooms/sample_71642,Peak
Sample Property 3415,1,2,1.0,3,164.94,89.22,4.0,295,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Seventh Mountain, Bend, OR",4.6,54.98,https://www.airbnb.com/rooms/sample_63961,Shoulder
Sample Property 2315,3,3,2.0,6,226.59,177.08,3.65,15,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.1,37.77,https://www.airbnb.com/rooms/sample_6968,Shoulder
Sample Property 5710,1,3,1.0,2,157.47,96.77,4.06,157,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Summit West, Bend, OR",4.5,78.73,https://www.airbnb.com/rooms/sample_15065,Shoulder
Sample Property 8177,4,4,4.0,10,318.74,207.29,4.04,277,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Sunriver, OR",4.9,31.87,https://www.airbnb.com/rooms/sample_63220,Shoulder
Sample Property 3774,3,4,2.0,7,265.51,179.76,4.47,142,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.3,37.93,https://www.airbnb.com/rooms/sample_22788,Shoulder
Sample Property 9825,2,3,2.0,5,129.35,127.81,4.44,95,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.7,25.87,https://www.airbnb.com/rooms/sample_53107,Off-Peak
Sample Property 7571,3,3,2.0,8,227.06,151.74,3.91,83,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",4.7,28.38,https://www.airbnb.com/rooms/sample_3450,Shoulder
Sample Property 2558,2,4,1.0,5,94.06,136.78,3.78,4,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Seventh Mountain, Bend, OR",5.0,18.81,https://www.airbnb.com/rooms/sample_15765,Off-Peak
Sample Property 6852,2,3,1.0,6,149.2,136.67,4.42,51,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Larkspur, Bend, OR",4.2,24.87,https://www.airbnb.com/rooms/sample_48243,Off-Peak
Sample Property 2984,4,4,4.0,10,334.5,205.77,4.49,58,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Sunriver, OR",4.8,33.45,https://www.airbnb.com/rooms/sample_99273,Shoulder
Sample Property 9734,2,4,2.0,4,141.87,130.61,3.82,287,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.8,35.47,https://www.airbnb.com/rooms/sample_80489,Off-Peak
Sample Property 2242,4,6,4.0,10,393.18,201.13,3.58,189,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Sunriver, OR",4.6,39.32,https://www.airbnb.com/rooms/sample_61935,Peak
Sample Property 1539,2,3,2.0,6,101.5,127.88,4.82,64,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Seventh Mountain, Bend, OR",4.7,16.92,https://www.airbnb.com/rooms/sample_15785,Off-Peak
Sample Property 6666,5,7,4.0,10,357.86,233.2,4.46,241,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.2,35.79,https://www.airbnb.com/rooms/sample_11845,Shoulder
Sample Property 1062,3,5,3.0,6,249.63,173.57,4.1,298,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.7,41.6,https://www.airbnb.com/rooms/sample_91193,Shoulder
Sample Property 8648,5,5,5.0,10,341.97,270.2,4.28,125,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.1,34.2,https://www.airbnb.com/rooms/sample_72437,Shoulder
Sample Property 8115,2,2,2.0,6,108.48,121.01,4.42,278,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.0,18.08,https://www.airbnb.com/rooms/sample_81665,Off-Peak
Sample Property 2643,4,4,4.0,9,206.79,224.54,4.73,95,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.5,22.98,https://www.airbnb.com/rooms/sample_9458,Off-Peak
Sample Property 4403,3,3,3.0,8,234.62,161.85,4.41,152,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.9,29.33,https://www.airbnb.com/rooms/sample_91780,Shoulder
Sample Property 9593,1,1,1.0,4,125.39,102.67,3.83,291,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.1,31.35,https://www.airbnb.com/rooms/sample_52665,Shoulder
Sample Property 2299,5,5,4.0,12,217.85,246.15,4.99,152,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Larkspur, Bend, OR",4.7,18.15,https://www.airbnb.com/rooms/sample_24510,Off-Peak
Sample Property 3482,4,4,4.0,9,311.47,194.73,4.1,157,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.4,34.61,https://www.airbnb.com/rooms/sample_30347,Shoulder
Sample Property 2004,5,6,5.0,12,477.81,267.13,4.39,286,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.2,39.82,https://www.airbnb.com/rooms/sample_52777,Peak
Sample Property 4756,5,6,5.0,11,503.33,236.22,3.88,83,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.6,45.76,https://www.airbnb.com/rooms/sample_65404,Peak
Sample Property 2979,2,2,2.0,4,252.21,129.76,3.7,114,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.5,63.05,https://www.airbnb.com/rooms/sample_49547,Peak
Sample Property 7230,5,5,5.0,12,237.35,263.77,4.52,155,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.3,19.78,https://www.airbnb.com/rooms/sample_53617,Off-Peak
Sample Property 2178,1,3,1.0,4,174.68,89.11,4.36,153,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.4,43.67,https://www.airbnb.com/rooms/sample_38624,Peak
Sample Property 3217,4,5,4.0,10,222.57,213.57,4.09,153,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.3,22.26,https://www.airbnb.com/rooms/sample_94182,Off-Peak
Sample Property 3056,4,4,3.0,10,176.02,207.08,4.18,144,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Summit West, Bend, OR",4.2,17.6,https://www.airbnb.com/rooms/sample_78979,Off-Peak
Sample Property 9089,1,2,1.0,2,207.54,97.63,4.35,183,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",4.2,103.77,https://www.airbnb.com/rooms/sample_85142,Peak
Sample Property 8564,1,1,1.0,2,125.27,89.9,3.92,298,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.7,62.63,https://www.airbnb.com/rooms/sample_77016,Shoulder
Sample Property 7669,5,5,5.0,11,235.19,245.07,4.02,276,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.7,21.38,https://www.airbnb.com/rooms/sample_98280,Off-Peak
Sample Property 9172,2,2,2.0,4,198.72,131.88,4.26,238,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.6,49.68,https://www.airbnb.com/rooms/sample_67976,Shoulder
Sample Property 2897,5,7,5.0,11,259.92,256.44,4.23,30,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.1,23.63,https://www.airbnb.com/rooms/sample_55038,Off-Peak
Sample Property 3607,2,4,1.0,5,246.49,120.84,4.16,133,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.2,49.3,https://www.airbnb.com/rooms/sample_75886,Peak
Sample Property 8101,4,6,3.0,9,376.05,213.58,3.71,71,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",4.5,41.78,https://www.airbnb.com/rooms/sample_34891,Peak
Sample Property 5671,2,2,1.0,5,169.64,131.69,3.74,141,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.1,33.93,https://www.airbnb.com/rooms/sample_86779,Shoulder
Sample Property 4563,3,3,3.0,8,317.1,173.95,4.86,30,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.8,39.64,https://www.airbnb.com/rooms/sample_24508,Peak
Sample Property 2345,2,3,1.0,6,150.41,134.34,4.2,14,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Summit West, Bend, OR",4.7,25.07,https://www.airbnb.com/rooms/sample_61272,Shoulder
Sample Property 8110,5,5,4.0,10,228.09,247.87,3.76,94,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.8,22.81,https://www.airbnb.com/rooms/sample_51525,Off-Peak
Sample Property 6027,5,5,5.0,11,486.86,239.22,4.43,220,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Sunriver, OR",4.3,44.26,https://www.airbnb.com/rooms/sample_83795,Peak
Sample Property 6404,4,4,4.0,8,216.57,222.25,4.73,245,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.1,27.07,https://www.airbnb.com/rooms/sample_89334,Off-Peak
Sample Property 5731,5,7,4.0,10,469.38,253.34,4.28,48,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Tumalo State Park, Bend, OR",4.5,46.94,https://www.airbnb.com/rooms/sample_35789,Peak
Sample Property 9167,3,4,3.0,6,241.07,188.64,4.21,100,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Summit West, Bend, OR",4.2,40.18,https://www.airbnb.com/rooms/sample_94331,Shoulder
Sample Property 3339,3,4,3.0,6,249.41,168.73,3.77,206,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.4,41.57,https://www.airbnb.com/rooms/sample_51424,Shoulder
Sample Property 6270,1,2,1.0,2,72.89,87.26,4.92,117,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.6,36.45,https://www.airbnb.com/rooms/sample_79004,Off-Peak
Sample Property 7728,3,4,2.0,8,323.85,165.52,4.96,178,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Summit West, Bend, OR",4.9,40.48,https://www.airbnb.com/rooms/sample_27445,Peak
Sample Property 9766,2,3,2.0,6,196.54,140.56,4.01,270,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.7,32.76,https://www.airbnb.com/rooms/sample_76694,Shoulder
Sample Property 9468,5,5,5.0,11,405.39,251.17,4.59,20,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Summit West, Bend, OR",4.7,36.85,https://www.airbnb.com/rooms/sample_83041,Shoulder
Sample Property 5750,1,2,1.0,4,210.18,101.18,3.95,3,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Southwest Bend, Bend, OR",4.8,52.55,https://www.airbnb.com/rooms/sample_10953,Peak
Sample Property 1018,2,2,1.0,6,234.83,128.99,3.65,229,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.4,39.14,https://www.airbnb.com/rooms/sample_84545,Peak
Sample Property 7345,4,6,4.0,9,427.44,206.87,4.77,299,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.8,47.49,https://www.airbnb.com/rooms/sample_25288,Peak
Sample Property 8386,4,4,3.0,8,179.62,217.95,4.08,146,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.9,22.45,https://www.airbnb.com/rooms/sample_92662,Off-Peak
Sample Property 7995,5,6,5.0,11,346.08,266.44,3.69,23,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",4.3,31.46,https://www.airbnb.com/rooms/sample_96064,Shoulder
Sample Property 9677,4,5,3.0,10,196.02,202.62,3.92,46,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.3,19.6,https://www.airbnb.com/rooms/sample_98355,Off-Peak
Sample Property 3155,5,6,4.0,10,344.6,250.87,3.94,250,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.9,34.46,https://www.airbnb.com/rooms/sample_86118,Shoulder
Sample Property 4262,1,3,1.0,2,71.75,93.7,4.6,110,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.8,35.88,https://www.airbnb.com/rooms/sample_37084,Off-Peak
Sample Property 1797,5,5,4.0,11,459.95,251.49,4.88,210,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.9,41.81,https://www.airbnb.com/rooms/sample_52495,Peak
Sample Property 3045,4,5,4.0,8,315.81,218.95,3.67,32,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.7,39.48,https://www.airbnb.com/rooms/sample_17668,Shoulder
Sample Property 6495,4,4,3.0,8,206.75,215.46,3.52,277,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.2,25.84,https://www.airbnb.com/rooms/sample_16776,Off-Peak
Sample Property 9277,1,3,1.0,2,110.04,94.01,4.12,191,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Summit West, Bend, OR",4.7,55.02,https://www.airbnb.com/rooms/sample_96103,Off-Peak
Sample Property 9000,4,5,4.0,9,199.08,204.8,4.52,128,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Summit West, Bend, OR",4.3,22.12,https://www.airbnb.com/rooms/sample_73159,Off-Peak
Sample Property 3134,1,3,1.0,2,111.73,94.46,4.31,264,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.9,55.87,https://www.airbnb.com/rooms/sample_17537,Off-Peak
Sample Property 3938,1,2,1.0,3,176.91,97.14,3.99,25,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",4.0,58.97,https://www.airbnb.com/rooms/sample_94500,Peak
Sample Property 1027,5,5,4.0,11,494.45,233.31,4.26,240,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",5.0,44.95,https://www.airbnb.com/rooms/sample_3871,Peak
Sample Property 5443,2,3,1.0,6,157.0,124.67,4.82,175,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.1,26.17,https://www.airbnb.com/rooms/sample_84860,Shoulder
Sample Property 2212,1,3,1.0,3,185.66,93.31,5.0,167,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",4.4,61.89,https://www.airbnb.com/rooms/sample_11970,Peak
Sample Property 3866,4,5,4.0,10,393.78,225.69,4.95,76,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.3,39.38,https://www.airbnb.com/rooms/sample_4334,Peak
Sample Property 3894,1,2,1.0,2,82.78,91.22,4.33,230,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.4,41.39,https://www.airbnb.com/rooms/sample_71820,Off-Peak
Sample Property 2781,5,6,4.0,11,270.36,239.88,4.52,106,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.3,24.58,https://www.airbnb.com/rooms/sample_67783,Off-Peak
Sample Property 9791,3,5,2.0,7,185.26,177.76,3.89,171,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.1,26.47,https://www.airbnb.com/rooms/sample_66779,Off-Peak
Sample Property 3743,2,3,1.0,5,174.87,118.68,4.64,50,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",4.5,34.97,https://www.airbnb.com/rooms/sample_16058,Shoulder
Sample Property 8319,2,3,2.0,5,154.96,118.31,4.69,156,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",4.4,30.99,https://www.airbnb.com/rooms/sample_59205,Shoulder
Sample Property 2244,4,5,3.0,9,388.73,209.21,3.6,176,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.3,43.19,https://www.airbnb.com/rooms/sample_89894,Peak
Sample Property 1292,4,4,3.0,8,249.27,211.14,4.03,112,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Old Bend, Bend, OR",4.5,31.16,https://www.airbnb.com/rooms/sample_48111,Shoulder
Sample Property 8048,3,4,2.0,8,163.53,178.66,3.78,267,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",4.2,20.44,https://www.airbnb.com/rooms/sample_33747,Off-Peak
